LFQ intensity H1	LFQ intensity H2	LFQ intensity H3	LFQ intensity L1	LFQ intensity L2	LFQ intensity L3	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Welch's T-test Significant L_Hwelch_combined	C: Welch's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: PEP	N: Intensity	N: -Log Welch's T-test p-value L_Hwelch_combined	N: Welch's T-test q-value L_Hwelch_combined	N: Welch's T-test Difference L_Hwelch_combined	N: Welch's T-test Test statistic L_Hwelch_combined	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
21.1366	21.6378	20.7118	22.2049	21.4409	20.7057						2	2	2	6.2	6.2	6.2	34.33	9.14E-05	24809000	0.216985	0.6637	0.288452	0.114973	E7EVE1;Q8WUA8	E7EVE1;Q8WUA8	Tsukushin	TSKU	888
24.7282	25.2163	25.4144	25.7562	25.3031	25.6297						9	9	9	25.5	25.5	25.5	43.948	9.22E-31	244370000	0.810053	0.225564	0.443349	0.197525	E7EVG1;Q8TAD8	E7EVG1;Q8TAD8	Smad nuclear-interacting protein 1	SNIP1	890
23.3321	23.7392	21.4097	21.1013	24.0923	23.0578						2	2	2	9.2	9.2	9.2	24.862	7.70E-10	23906000	0.0224835	0.95924	-0.0765127	-0.0244166	E7EVM5;Q9NV06;Q9NV06-2;E5RJ28;C9J9I4;E5RHM4	E7EVM5;Q9NV06;Q9NV06-2;E5RJ28;C9J9I4;E5RHM4	DDB1- and CUL4-associated factor 13	DCAF13	892
23.1006	23.4373	19.289	24.6553	24.8701	23.8646						4	4	4	14.6	14.6	14.6	31.33	1.49E-18	153780000	0.712664	0.266712	2.52101	0.74921	E7EW18;P06746;B7Z1W5;H0YBX1;H0YAV8;E5RIJ0;H0YBJ0	E7EW18;P06746;B7Z1W5;H0YBX1;H0YAV8	DNA polymerase beta	POLB	894
24.1407	23.9854	23.3248	23.7541	24.0261	24.0356						7	7	7	6.9	6.9	6.9	145.04	8.16E-27	184350000	0.164629	0.733139	0.121597	0.0536472	Q9UM54-5;Q9UM54-2;Q9UM54-6;Q9UM54-4;Q9UM54-1;E7EW20;Q9UM54	Q9UM54-5;Q9UM54-2;Q9UM54-6;Q9UM54-4;Q9UM54-1;E7EW20;Q9UM54	Unconventional myosin-VI	MYO6	895
22.0869	22.3889	21.8717	22.7832	22.5473	22.8638						2	2	2	7.3	7.3	7.3	33.318	1.26E-09	73949000	1.47478	0.0758732	0.615559	0.282687	H7C2D2;E7EW80;Q13356;Q13356-2	H7C2D2;E7EW80;Q13356;Q13356-2	Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase-like 2	PPIL2	896
24.9734	19.4272	19.8302	25.1314	24.7764	23.7752						5	5	5	6.8	6.8	6.8	81.851	3.83E-11	195450000	0.666356	0.289471	3.15073	0.822437	E7EW84;E9PHI3;Q8TAG9;F2Z2Q3;F2Z3K0	E7EW84;E9PHI3;Q8TAG9;F2Z2Q3	Exocyst complex component 6	EXOC6	897
25.3342	25.1869	25.2889	25.5683	25.8091	25.9269						14	14	13	21	21	19.8	91.43	4.53E-43	443490000	1.54754	0.0675431	0.498097	0.235601	E7EWK3;Q9H2U1-3;Q9H2U1;Q9H2U1-2;F5GZS0;H7C5F5;H7C514	E7EWK3;Q9H2U1-3;Q9H2U1;Q9H2U1-2;F5GZS0	Probable ATP-dependent RNA helicase DHX36	DHX36	902
24.12	24.3527	21.1315	24.3246	20.8445	20.3707						2	2	2	19.6	19.6	19.6	20.383	1.12E-16	52864000	0.344965	0.52368	-1.35478	-0.37409	E9PH64;E7EWZ0;Q9Y6M9;E9PF49	E9PH64;E7EWZ0;Q9Y6M9;E9PF49	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	NDUFB9	903
25.8345	26.5748	25.8392	26.6415	26.5164	26.2356						8	8	8	16.5	16.5	16.5	61.212	3.07E-29	385080000	0.58433	0.336509	0.381674	0.167863	Q05682-5;E9PGZ1;E7EX44;Q05682-3;Q05682-4;F5H1Z9;Q05682-6;Q05682-2;Q05682;E7EUR9;C9J813;C9JEK3	Q05682-5;E9PGZ1;E7EX44;Q05682-3;Q05682-4;F5H1Z9;Q05682-6;Q05682-2;Q05682;E7EUR9;C9J813	Caldesmon	CALD1	904
25.925	26.022	26.1926	26.7042	26.4999	26.2838						9	9	8	20.9	20.9	19.4	56.109	6.77E-37	550430000	1.35336	0.0919623	0.449425	0.209579	Q96ST2-2;Q96ST2-3;E7EX51;Q96ST2	Q96ST2-2;Q96ST2-3;E7EX51;Q96ST2	Protein IWS1 homolog	IWS1	905
24.6752	25.0293	24.8506	25.6134	25.2975	24.7447						5	5	5	14.1	14.1	14.1	58.282	2.22E-13	128520000	0.54661	0.360732	0.366837	0.161342	Q9NP81;E7EX87;Q9NP81-2;B4DJM9	Q9NP81;E7EX87;Q9NP81-2	Serine--tRNA ligase, mitochondrial	SARS2;FBXO17	907
20.4524	21.7323	19.3545	19.9791	20.9727	20.6629						2	2	2	13.6	13.6	13.6	24.05	2.80E-10	14890000	0.0107951	0.981061	0.0251738	0.00916362	F5H0M7;Q2M296-2;H0YGN7;Q2M296;E9PAM1;H3BSD1;H3BQU0	F5H0M7;Q2M296-2;H0YGN7;Q2M296;E9PAM1;H3BSD1;H3BQU0	Methenyltetrahydrofolate synthase domain-containing protein	MTHFSD	909
29.7208	30.3817	29.7474	30.5029	30.2799	30.4146						5	5	5	51.5	51.5	51.5	15.016	4.50E-43	2851300000	0.782541	0.235357	0.449155	0.201817	F8VZJ2;H0YHX9;Q13765;F8VU71;E9PAV3;F8W0W4;F8W1N5;F8VNW4;F8VZ58;Q9BZK3	F8VZJ2;H0YHX9;Q13765;F8VU71;E9PAV3;F8W0W4;F8W1N5;F8VNW4	Nascent polypeptide-associated complex subunit alpha	NACA	913
24.2834	24.1179	19.2773	19.9423	17.9122	20.2082						2	2	2	18.5	18.5	18.5	13.556	2.23E-06	19321000	0.743942	0.252485	-3.20531	-0.844659	E9PPY4;F2Z3C6;F8W895;E9PAV9;Q5T3I0;Q5T3I0-3;Q5T3I0-2	E9PPY4;F2Z3C6;F8W895;E9PAV9;Q5T3I0;Q5T3I0-3;Q5T3I0-2	G patch domain-containing protein 4	GPATCH4	914
22.1035	22.0513	20.3053	21.6444	23.0093	21.7578						2	2	2	10.6	10.6	10.6	19.339	6.76E-06	14887000	0.366392	0.502578	0.650536	0.237846	F8VPY7;F8VWU8;E9PAX8;Q8NEY8-8;Q8NEY8-2;F8W0Q9;Q8NEY8;F8VRK2;Q8NEY8-5;F8WF16;Q8NEY8-6;F8W6A0;Q8NEY8-3	F8VPY7;F8VWU8;E9PAX8;Q8NEY8-8;Q8NEY8-2;F8W0Q9;Q8NEY8;F8VRK2;Q8NEY8-5;F8WF16;Q8NEY8-6;F8W6A0;Q8NEY8-3	Periphilin-1	PPHLN1	915
22.4362	23.3453	23.55	23.9038	23.9091	23.7835						4	4	4	19	19	19	24.534	4.54E-12	83525000	0.805786	0.227008	0.754953	0.321976	Q9BRX5;E9PB21;Q9BRX5-2	Q9BRX5;E9PB21;Q9BRX5-2	DNA replication complex GINS protein PSF3	GINS3	918
19.4212	20.235	20.265	21.5755	19.8275	19.9724						2	2	2	6.4	6.4	6.4	68.617	9.20E-10	12105000	0.304793	0.563842	0.484719	0.184685	E9PB95;O95352;H7C2R3;H7BZ92;H7C2J8;O95352-2	E9PB95;O95352;H7C2R3;H7BZ92;H7C2J8;O95352-2	Ubiquitin-like modifier-activating enzyme ATG7	ATG7	920
20.3448	20.8821	23.68	23.6445	24.444	23.8769						5	5	5	6.1	6.1	6.1	131.42	9.22E-13	76821000	0.839739	0.214049	2.35281	0.76869	P51825;E9PBM3;F5GXF9;F5H1V4;D6RIZ5;E7ETI4;E7EMC5;E7EMS5	P51825;E9PBM3;F5GXF9;F5H1V4	AF4/FMR2 family member 1	AFF1	924
25.8533	26.6238	24.3464	24.1803	26.1878	26.8993						4	4	4	19.7	19.7	19.7	60.54	3.81E-23	855690000	0.0480089	0.915417	0.147957	0.048454	E9PBV3	E9PBV3		SBSN	927
23.4722	24.3262	21.1642	20.1383	21.6528	19.4385						2	2	2	15.6	15.6	15.6	26.925	7.90E-11	98089000	1.01541	0.157946	-2.57768	-0.818716	E9PG39;E9PC15;Q53H12	E9PG39;E9PC15;Q53H12	Acylglycerol kinase, mitochondrial	AGK	928
23.4251	23.2714	22.278	23.8557	23.6782	23.6731						5	4	4	12.1	10	10	52.054	2.08E-24	154920000	0.766591	0.242307	0.744155	0.314725	O95319-5;O95319-2;Q5VZZ6;O95319;O95319-4;O95319-3;E9PC62;B4DIB6	O95319-5;O95319-2;Q5VZZ6;O95319;O95319-4;O95319-3;E9PC62;B4DIB6	CUGBP Elav-like family member 2	CUGBP2;CELF2	929
25.1712	25.3544	24.2818	25.4671	25.7529	25.4318						10	10	9	19.5	19.5	18.5	81.208	1.31E-35	279990000	0.703793	0.271078	0.614812	0.262012	Q7KZI7-16;Q7KZI7-4;Q7KZI7-9;Q7KZI7-8;E9PC69;Q7KZI7;Q7KZI7-13;Q7KZI7-7;E7ETY4;Q7KZI7-2;Q7KZI7-15;Q7KZI7-5;Q7KZI7-14;Q7KZI7-3;Q7KZI7-6;Q7KZI7-11;Q7KZI7-10;Q7KZI7-12;Q5DNC6;F5H4J8;F5H6N2;F5H4F6	Q7KZI7-16;Q7KZI7-4;Q7KZI7-9;Q7KZI7-8;E9PC69;Q7KZI7;Q7KZI7-13;Q7KZI7-7;E7ETY4;Q7KZI7-2;Q7KZI7-15;Q7KZI7-5;Q7KZI7-14;Q7KZI7-3;Q7KZI7-6;Q7KZI7-11;Q7KZI7-10;Q7KZI7-12	Serine/threonine-protein kinase MARK2	MARK2	930
23.5772	24.2151	24.1797	24.7905	24.7218	24.7602						5	5	5	8.8	8.8	8.8	78.346	2.49E-22	107860000	1.19049	0.118949	0.766839	0.347306	E9PC74;Q13144;H0YGE6;C9JRD9	E9PC74;Q13144	Translation initiation factor eIF-2B subunit epsilon	EIF2B5	931
27.4406	27.7325	27.5607	28.188	28.7138	28.9268						11	11	11	34.2	34.2	34.2	41.29	2.30E-71	1301200000	1.52621	0.0698336	1.03161	0.461497	Q8IWS0;E9PC97;Q5JRC6;B4E0G4;Q8IWS0-2	Q8IWS0;E9PC97;Q5JRC6;B4E0G4;Q8IWS0-2	PHD finger protein 6	PHF6	932
19.8843	22.5097	20.4967	21.8759	22.9404	22.3785						3	3	3	8.3	8.3	8.3	53.16	5.49E-12	32692000	0.689237	0.278571	1.43466	0.503295	E9PCA9;E9PGR1;Q9Y251;E9PHC3;D6RAQ1;D6RHG4	E9PCA9;E9PGR1;Q9Y251;E9PHC3	Heparanase;Heparanase 8 kDa subunit;Heparanase 50 kDa subunit	HPSE	933
27.5919	27.0828	27.4295	27.9333	28.1891	27.9683						8	8	8	24.9	24.9	24.9	40.532	2.99E-42	1295100000	1.53519	0.0688349	0.662167	0.305125	E9PCI9;P14324	E9PCI9;P14324	Farnesyl pyrophosphate synthase	FDPS	936
25.3102	25.5323	25.4548	25.797	25.5154	25.5684						9	9	8	9.2	9.2	7.9	120.11	2.37E-30	362050000	0.818125	0.22246	0.194503	0.0922612	H0YEH2;Q14671-2;Q14671;E9PCJ0;Q5T1Z4;Q5T1Z8;E9PR38;E7EWT3;B4DG92;F8WBG3;H0YDK8;F5H3Q8;E9PM68;E9PL65;E9PMX1;H0YDC5;H0YC97;Q8TB72-2;B4E2B6;Q8TB72-3;Q8TB72	H0YEH2;Q14671-2;Q14671;E9PCJ0;Q5T1Z4;Q5T1Z8;E9PR38;E7EWT3;B4DG92;F8WBG3;H0YDK8	Pumilio homolog 1	PUM1	937
22.033	22.3973	22.1048	23.4314	23.609	22.7782						4	4	4	5	5	5	99.323	3.34E-12	30380000	1.47387	0.0758939	1.0945	0.480878	G3V1R3;F5H838;F5H4I8;F5H1R1;Q5VZ84;E9PCM7;F5H2R1;P37275;Q2KJ05;F5H8J0;H0YME0;H0YKM9;H0YMD3;H0YK86	G3V1R3;F5H838;F5H4I8;F5H1R1;Q5VZ84;E9PCM7;F5H2R1;P37275;Q2KJ05;F5H8J0;H0YME0;H0YKM9	Zinc finger E-box-binding homeobox 1	ZEB1	939
24.3122	24.0659	23.4605	24.7945	24.7341	23.9023						9	9	8	12.7	12.7	11.7	82.866	2.59E-29	150960000	0.620821	0.314819	0.530751	0.2227	F5H1E2;Q14244;E9PCP3;Q14244-5;Q14244-2;Q14244-4;Q14244-3;F8W783;A1L1B7;Q3KQU3-3	F5H1E2;Q14244;E9PCP3;Q14244-5;Q14244-2;Q14244-4;Q14244-3;F8W783	Ensconsin	MAP7	940
24.6929	24.8302	24.4799	25.2487	25.2366	24.4788						12	12	11	14.5	14.5	13.6	109.3	2.37E-47	246140000	0.471305	0.414481	0.320388	0.140875	Q9Y4E8-2;Q9Y4E8-3;E9PCQ3;Q9Y4E8;H0YI26;H0YH96	Q9Y4E8-2;Q9Y4E8-3;E9PCQ3;Q9Y4E8	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 15	USP15	941
25.1723	25.5029	25.4928	25.9565	26.0125	25.9728						12	12	12	15.8	15.8	15.8	92.115	3.99E-66	401020000	1.52765	0.0697043	0.591262	0.280242	Q9UJX5;E9PCR4;Q9UJX5-2;D6RAP6;D6RFM7	Q9UJX5;E9PCR4;Q9UJX5-2	Anaphase-promoting complex subunit 4	ANAPC4	942
25.7448	25.2591	25.4338	26.2893	25.9892	26.1799						12	12	12	16.3	16.3	16.3	110.61	8.30E-47	364900000	1.64915	0.0582511	0.673524	0.31082	F5H801;Q02218-2;Q02218;E9PDF2;E9PCR7;Q02218-3;E9PFG7;C9J4G7;Q9ULD0;Q9ULD0-3;Q9ULD0-2	F5H801;Q02218-2;Q02218;E9PDF2;E9PCR7;Q02218-3;E9PFG7	2-oxoglutarate dehydrogenase, mitochondrial	OGDH	943
22.8983	22.2256	21.9472	23.1684	23.7296	23.7725						2	2	2	17.2	17.2	17.2	20.642	2.68E-07	87422000	1.5198	0.0704506	1.19983	0.512111	Q6PI98;Q6PI98-3;E9PCS7	Q6PI98;Q6PI98-3;E9PCS7	INO80 complex subunit C	INO80C	944
23.1102	23.7765	23.3445	23.6013	23.6276	23.538						6	6	2	12.6	12.6	4.5	82.221	3.14E-22	114130000	0.339799	0.52873	0.178562	0.0812781	Q04726-2;F8W964;E9PD64;Q04726;H0YKT5;H0YKN8;H0YL70;H0YLI3;H0YNT2;Q04726-3;F8W8S3;Q6PI57;Q04726-4;B4E2W3;H0YNI7;H0YKH0;H0YLW9	Q04726-2;F8W964;E9PD64;Q04726;H0YKT5;H0YKN8;H0YL70;H0YLI3;H0YNT2;Q04726-3;F8W8S3;Q6PI57;Q04726-4;B4E2W3;H0YNI7;H0YKH0;H0YLW9	Transducin-like enhancer protein 3	TLE3	946
27.3856	27.7098	27.6769	27.4531	27.8193	27.1298						6	4	4	4.1	2.7	2.7	171.84	2.48E-17	677980000	0.207304	0.675982	-0.123409	-0.0554836	Q13332-5;F8W800;H0YG31;Q13332-4;Q13332-2;F8W9T5;Q13332;F8W846;E9PDC5;Q13332-7;F5H2T4;Q13332-6;Q13332-3;G8JL96	Q13332-5;F8W800;H0YG31;Q13332-4;Q13332-2;F8W9T5;Q13332;F8W846;E9PDC5;Q13332-7;F5H2T4;Q13332-6;Q13332-3;G8JL96	Receptor-type tyrosine-protein phosphatase S	PTPRS	947
25.1732	24.2058	24.4874	25.7589	25.8572	25.6497						6	6	6	21.1	21.1	21.1	41.468	4.84E-24	274220000	1.2732	0.104215	1.13316	0.494081	E9PDD5;P51553;G5E9Q7;E7EQB8;E9PF84;E9PCL6;H7C1R3;H7C1W2;H0Y5Q7	E9PDD5;P51553;G5E9Q7;E7EQB8;E9PF84;E9PCL6;H7C1R3;H7C1W2;H0Y5Q7	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	IDH3G	948
21.1892	19.9336	21.4612	20.1252	21.6163	20.3285						3	3	3	2.7	2.7	2.7	124.95	5.50E-11	10744000	0.0921697	0.843518	-0.171326	-0.064341	O43795-2;E9PDF6;O43795;E7EPB4	O43795-2;E9PDF6;O43795;E7EPB4	Unconventional myosin-Ib	MYO1B	949
21.3937	21.6782	23.5218	24.7364	20.217	20.0125						5	5	5	13	13	13	41.597	4.31E-13	72139000	0.113583	0.808725	-0.542601	-0.147455	E9PDM9;Q8WW22;Q8WW22-2;F5H170;C9JDE6;F8WF76	E9PDM9;Q8WW22;Q8WW22-2;F5H170	DnaJ homolog subfamily A member 4	DNAJA4	951
28.2433	28.3055	28.2309	27.9813	27.609	28.0491						7	6	6	2	1.8	1.8	425.64	9.95E-20	1116000000	0.979184	0.167581	-0.380115	-0.17773	P11532-4;H0YFQ3;E9PDN5;P11532;F5H6K1;F5GZT3;P11532-3;E7EQS6;P11532-2;E7EQS7;F5GZY3;E7EQR9;E7EQS5;F8VX32;E7ESB2;H0Y304;H0Y8D5;H0Y3E8;B4DSV7;E9PDN1;P11532-5;P11532-6;Q4G0X0;Q14174	P11532-4;H0YFQ3;E9PDN5;P11532;F5H6K1;F5GZT3;P11532-3;E7EQS6;P11532-2;E7EQS7	Dystrophin	DMD	952
22.5441	23.1015	22.7757	23.1619	23.2158	23.2388						3	3	3	10.4	10.4	10.4	64.928	2.63E-20	41251000	0.885938	0.197406	0.398418	0.184173	E9PDQ9;P32519	E9PDQ9;P32519	ETS-related transcription factor Elf-1	ELF1	954
23.1525	23.15	22.2883	23.3881	23.065	22.5691						4	4	4	6.3	6.3	6.3	116.17	6.06E-45	59032000	0.142385	0.766346	0.143789	0.0605821	E9PDU5;Q9NNW5;E9PBK6	E9PDU5;Q9NNW5;E9PBK6	WD repeat-containing protein 6	WDR6	955
24.3742	24.3721	23.6872	24.7844	24.9134	24.377						7	7	7	28.7	28.7	28.7	41.26	1.58E-29	268120000	0.885	0.197661	0.547045	0.239929	E9PDV0;P32929;P32929-2	E9PDV0;P32929;P32929-2	Cystathionine gamma-lyase	CTH	957
21.5574	18.5712	19.2139	22.0124	22.0955	21.4532						2	2	2	2.6	2.6	2.6	122.87	5.19E-08	47100000	0.841473	0.213374	2.07279	0.707534	E9PE29;Q9H2Y7;H3BRD4;H3BNX5;H3BS99	E9PE29;Q9H2Y7;H3BRD4;H3BNX5;H3BS99	Zinc finger protein 106 homolog	ZFP106	960
23.4041	23.3623	23.7093	24.361	24.199	23.7121						4	4	4	5.8	5.8	5.8	79.209	3.34E-16	115350000	1.14609	0.127832	0.598821	0.269307	F8VUA7;F8VQX7;F5H7T2;E9PE68;Q9BZF1-2;Q9BZF1;B4DVB0;Q9H0X9	F8VUA7;F8VQX7;F5H7T2;E9PE68;Q9BZF1-2;Q9BZF1	Oxysterol-binding protein;Oxysterol-binding protein-related protein 8	OSBPL8	962
26.3531	26.5646	26.2047	26.9401	26.9016	26.9885						4	4	4	13.9	13.9	13.9	32.819	1.34E-15	344270000	1.57497	0.0646137	0.569293	0.270138	E9PEC0;Q16186	E9PEC0;Q16186	Proteasomal ubiquitin receptor ADRM1	ADRM1	963
22.869	22.567	22.6526	23.1374	23.8203	23.2227						4	4	4	5.4	5.4	5.4	80.988	3.48E-09	89035000	1.17518	0.121828	0.697268	0.312275	E9PEE1;P38435	E9PEE1;P38435	Vitamin K-dependent gamma-carboxylase	GGCX	965
24.2826	24.018	23.7699	23.9102	24.8066	24.7001						8	8	8	14.6	14.6	14.6	74.217	1.45E-26	93787000	0.595583	0.329607	0.448783	0.193514	G5E9Q9;E9PEI9;P48449;C9J315	G5E9Q9;E9PEI9;P48449	Lanosterol synthase	LSS	968
23.1148	23.1054	22.1429	22.3598	23.2758	20.5951						5	5	5	2.5	2.5	2.5	286.97	9.68E-16	92901000	0.326336	0.541132	-0.710776	-0.24938	E9PEM5;P50851-2;F5H1X8;P50851;H0YAC6;H0Y9N9;B7Z4S7;B7Z2H9;E9PG20;Q5T321;Q8NFP9;F5GXV7	E9PEM5;P50851-2;F5H1X8;P50851;H0YAC6	Lipopolysaccharide-responsive and beige-like anchor protein	LRBA	971
24.0616	24.3871	24.3799	25.4061	25.2234	24.574						4	4	4	31.9	31.9	31.9	23.833	6.49E-32	240210000	1.14426	0.128284	0.791623	0.348069	E9PKY5;E9PEQ6;Q9UNP9-2;Q9UNP9;Q5TGA3	E9PKY5;E9PEQ6;Q9UNP9-2;Q9UNP9;Q5TGA3	Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase E	PPIE	972
25.8302	25.639	26.1813	26.4381	26.8113	26.6009						11	11	11	38.4	38.4	38.4	45.935	2.07E-100	636470000	1.62494	0.060385	0.733228	0.334493	E9PF19;Q9Y4P3;Q96E41;C9JVF0	E9PF19;Q9Y4P3;Q96E41	Transducin beta-like protein 2	TBL2	974
26.412	27.3047	27.2486	27.337	27.1951	27.471						10	9	6	5.4	5.2	3.4	268.81	1.84E-29	1237000000	0.451245	0.430893	0.345886	0.150421	E9PF56;Q8IWZ3;Q8IWZ3-4;Q8IWZ2;Q8TEF1;E9PDP5;H7C2F5;H7BXD7;H3BLS9;E7ETA2;D6RHC4;Q8IWZ3-5;Q8IWZ3-3;Q8IWZ3-2;F5GZ24;F6WFL0;H0Y7Y3;H0Y785;H0Y472;H0Y4P6	E9PF56;Q8IWZ3;Q8IWZ3-4;Q8IWZ2;Q8TEF1;E9PDP5;H7C2F5;H7BXD7;H3BLS9;E7ETA2	Ankyrin repeat and KH domain-containing protein 1	ANKHD1;ANKHD1-EIF4EBP3;FLJ00246	975
22.0807	22.4172	23.8817	23.2654	23.2859	23.4269						4	3	3	16.1	16.1	16.1	30.888	1.71E-10	82414000	0.359546	0.509202	0.532881	0.20855	E9PF58;Q92747;B4DLQ7;F8WFD3	E9PF58;Q92747;B4DLQ7	Actin-related protein 2/3 complex subunit 1A	ARPC1A	976
22.6208	22.3436	22.3375	23.7717	22.9032	22.8881						2	2	2	7.1	7.1	7.1	45.033	1.04E-06	67682000	0.9506	0.176218	0.753732	0.326766	Q86Y07-5;Q86Y07-2;E9PFA9;Q86Y07;E9PBU1;E7ERS5;Q86Y07-4;Q86Y07-3	Q86Y07-5;Q86Y07-2;E9PFA9;Q86Y07;E9PBU1;E7ERS5;Q86Y07-4;Q86Y07-3	Serine/threonine-protein kinase VRK2	VRK2	978
22.8776	23.7662	21.9731	23.3215	24.3334	23.9257						8	8	8	6.4	6.4	6.4	202.34	7.38E-25	113140000	0.71962	0.263373	0.987948	0.380673	E9PFZ0;P38398-4;P38398-2;P38398;E9PFC7;F8W8H7;E7EMP0;E7EP70;E9PH68;E7EWN5;Q3B891;B7ZA85;E7EUM2;G3XAC3;P38398-6;P38398-5;E7ETR2;P38398-3;E7ENB7;E7EQW4;H0Y8D8;H0Y8B8	E9PFZ0;P38398-4;P38398-2;P38398;E9PFC7;F8W8H7;E7EMP0;E7EP70	Breast cancer type 1 susceptibility protein	BRCA1	979
21.7803	22.461	21.6056	23.314	23.0046	22.9158						5	5	5	7.8	7.8	7.8	104.68	2.08E-14	38827000	1.48283	0.0748911	1.12914	0.493612	Q9UHL9-2;Q9UHL9;E9PFE2;Q9UHL9-3;H7C4Q8	Q9UHL9-2;Q9UHL9;E9PFE2;Q9UHL9-3	General transcription factor II-I repeat domain-containing protein 1	GTF2IRD1	980
24.6026	24.5724	23.8889	24.7423	24.3246	24.1522						4	4	4	7.4	7.4	7.4	82.021	2.05E-14	131630000	0.0612778	0.894322	0.0517317	0.0225753	E9PFP2;O43719;Q5H919;Q5H918	E9PFP2;O43719;Q5H919;Q5H918	HIV Tat-specific factor 1	HTATSF1	983
22.1633	20.6994	19.2381	21.7303	20.9264	22.2136						2	2	2	4.7	4.7	4.7	47.592	6.27E-09	29454000	0.401061	0.471902	0.923178	0.315713	E9PFR7;Q5SWX8;Q5SWX8-3;Q5SWX8-2	E9PFR7;Q5SWX8;Q5SWX8-3;Q5SWX8-2	Protein odr-4 homolog	C1orf27;ODR4	985
21.2488	20.9212	21.2802	20.5071	20.8367	21.8113						2	2	2	7.9	7.9	7.9	30.97	1.43E-14	38117000	0.0814614	0.860979	-0.0983842	-0.0408569	E9PFV7;Q8WV60;E5RHU2;D6RIZ0;B7Z8R2;D6RGK0;B7Z8L7	E9PFV7;Q8WV60;E5RHU2;D6RIZ0;B7Z8R2;D6RGK0;B7Z8L7	Pentatricopeptide repeat-containing protein 2	PTCD2	986
27.0032	27.2998	27.0348	27.5982	27.9499	27.5467						13	13	13	32.1	32.1	32.1	49.389	5.29E-65	1012300000	1.62409	0.0603977	0.585658	0.271417	Q96CW1-2;Q96CW1;E9PFW3;B4DJB1;F5H0H0;C9JJ47;C9JTK4;C9JGT8;C9JJD3;C9JPV8;H7C4C3	Q96CW1-2;Q96CW1;E9PFW3;B4DJB1;F5H0H0;C9JJ47	AP-2 complex subunit mu	AP2M1	987
20.7939	21.4938	21.2464	21.8443	21.6724	21.6527						3	3	3	5.7	5.7	5.7	85.145	1.73E-12	23070000	0.970606	0.170024	0.54508	0.246224	E9PG79;Q0JRZ9;H0YAE2;Q0JRZ9-2;H7BXJ4	E9PG79;Q0JRZ9	FCH domain only protein 2	FCHO2	988
24.0479	24.1239	23.7329	23.9174	24.4129	24.416						20	9	6	11.2	5.4	3.5	222.86	4.09E-57	154160000	0.604897	0.323736	0.280535	0.127262	Q12873-2;Q12873;E9PG89;H7C3H7;H7C2H0	Q12873-2;Q12873;E9PG89	Chromodomain-helicase-DNA-binding protein 3	CHD3	989
24.5388	24.4105	24.5796	25.0364	24.9886	24.7041						6	6	6	7.9	7.9	7.9	95.33	7.36E-23	135330000	1.37193	0.0894209	0.400101	0.189124	O60502-2;E9PGF9;O60502;O60502-3;B4DYV7;H7C3X0	O60502-2;E9PGF9;O60502;O60502-3	Bifunctional protein NCOAT;Protein O-GlcNAcase;Histone acetyltransferase	MGEA5	990
21.2941	22.4781	22.0559	22.1945	22.2218	22.4968						4	4	4	4.2	4.2	4.2	134.46	1.39E-17	57591000	0.389193	0.482679	0.361661	0.15327	E9PGR2;O14976;H0Y9M4;H0Y8H5;Q6P490	E9PGR2;O14976	Cyclin-G-associated kinase	GAK	994
24.7028	25.7161	25.2793	25.3774	25.4504	25.4438						6	6	6	30.9	30.9	30.9	25.572	3.01E-27	299200000	0.235049	0.641476	0.191135	0.0833059	E9PGT1;Q15631;H7C1D4;B7Z3X8;B7Z5D9	E9PGT1;Q15631;H7C1D4;B7Z3X8;B7Z5D9	Translin	TSN	995
29.0651	29.2952	28.8794	29.7064	29.7405	29.6152						38	38	38	30.4	30.4	30.4	197.6	2.58E-227	3310000000	1.54935	0.0673548	0.607473	0.285745	Q14676-2;E9PGY5;Q14676;Q14676-3;F8VV34;E7EVA7;F8W1C2;F8VZP8;F8VU38;Q14676-4;A2AB05;E7ENQ0;A1Z5I7;A2AB07;A2AB06;F8WCC2;E7ER07;H0Y6Z8	Q14676-2;E9PGY5;Q14676;Q14676-3;F8VV34;E7EVA7;F8W1C2;F8VZP8;F8VU38;Q14676-4	Mediator of DNA damage checkpoint protein 1	MDC1	997
23.7132	23.56	23.3017	24.0071	24.1356	23.7231						8	7	7	4.1	3.7	3.7	225.87	8.51E-23	59687000	1.18223	0.120713	0.430278	0.198185	F8W9H3;E9PH09;Q8NF50-3;Q8NF50-2;Q8NF50;A2A369;E9PDJ4;A2A370	F8W9H3;E9PH09;Q8NF50-3;Q8NF50-2;Q8NF50;A2A369	Dedicator of cytokinesis protein 8	DOCK8	998
